DUMMY_TO_DELETE,MONTH,WEEKDAY, HR ,PH
15,7,5,18,11229
15,7,5,19,11360
15,7,5,20,11116
15,7,5,21,10872
15,7,5,22,10241
15,7,5,23,9613
15,7,5,24,9154
15,7,6,1,8815
15,7,6,2,8579
15,7,6,3,8345
15,7,6,4,8200
15,7,6,5,8155
15,7,6,6,8121
15,7,6,7,8294
15,7,6,8,9152
15,7,6,9,10124
15,7,6,10,10833
15,7,6,11,11260
15,7,6,12,11033
15,7,6,13,10953
15,7,6,14,11238
15,7,6,15,11126
15,7,6,16,10808
15,7,6,17,10551
15,7,6,18,10607
15,7,6,19,11006
15,7,6,20,10939
15,7,6,21,10833
15,7,6,22,10473
15,7,6,23,9756
15,7,6,24,9175
15,7,7,1,8787
15,7,7,2,8532
15,7,7,3,8202
15,7,7,4,8078
15,7,7,5,8033
15,7,7,6,7687
15,7,7,7,7786
15,7,7,8,8170
15,7,7,9,8870
15,7,7,10,9354
15,7,7,11,9697
15,7,7,12,9659
15,7,7,13,9671
15,7,7,14,9760
15,7,7,15,9615
15,7,7,16,9406
15,7,7,17,9354
15,7,7,18,9725
15,7,7,19,10431
15,7,7,20,10428
15,7,7,21,10343
15,7,7,22,9901
15,7,7,23,9285
15,7,7,24,8782
15,7,1,1,8447
15,7,1,2,8137
15,7,1,3,7856
15,7,1,4,7776
15,7,1,5,8053
15,7,1,6,8224
15,7,1,7,8376
15,7,1,8,9708
15,7,1,9,11176
15,7,1,10,12069
15,7,1,11,12501
15,7,1,12,12283
15,7,1,13,12323
15,7,1,14,12763
15,7,1,15,12623
15,7,1,16,12334
15,7,1,17,11799
15,7,1,18,11572
15,7,1,19,11908
15,7,1,20,11869
15,7,1,21,11612
15,7,1,22,10924
15,7,1,23,10328
15,7,1,24,9701
15,7,2,1,9314
15,7,2,2,9045
15,7,2,3,8720
15,7,2,4,8519
15,7,2,5,8839
15,7,2,6,8895
15,7,2,7,8933
15,7,2,8,10095
15,7,2,9,11247
15,7,2,10,11884
15,7,2,11,12192
15,7,2,12,11873
15,7,2,13,11984
15,7,2,14,12323
15,7,2,15,12147
15,7,2,16,11959
15,7,2,17,11515
15,7,2,18,11336
15,7,2,19,11682
15,7,2,20,11598
15,7,2,21,11417
15,7,2,22,10743
15,7,2,23,10057
15,7,2,24,9542
15,7,3,1,9112
15,7,3,2,8868
15,7,3,3,8555
15,7,3,4,8450
15,7,3,5,8661
15,7,3,6,8775
15,7,3,7,8852
15,7,3,8,9875
15,7,3,9,10920
15,7,3,10,11557
15,7,3,11,11926
15,7,3,12,11633
15,7,3,13,11611
15,7,3,14,12034
15,7,3,15,11956
15,7,3,16,11747
15,7,3,17,11275
15,7,3,18,11223
15,7,3,19,11546
15,7,3,20,11356
15,7,3,21,11231
15,7,3,22,10599
15,7,3,23,9906
15,7,3,24,9397
15,7,4,1,8993
15,7,4,2,8697
15,7,4,3,8424
15,7,4,4,8340
15,7,4,5,8535
15,7,4,6,8692
15,7,4,7,8752
15,7,4,8,9701
15,7,4,9,10931
15,7,4,10,11634
15,7,4,11,11992
15,7,4,12,11683
15,7,4,13,11643
15,7,4,14,11977
15,7,4,15,11859
15,7,4,16,11626
15,7,4,17,11222
15,7,4,18,11184
15,7,4,19,11550
15,7,4,20,11465
15,7,4,21,11179
15,7,4,22,10529
15,7,4,23,9916
15,7,4,24,9371
15,7,5,1,8934
15,7,5,2,8562
15,7,5,3,8412
15,7,5,4,8207
15,7,5,5,8481
15,7,5,6,8601
15,7,5,7,8659
15,7,5,8,9830
15,7,5,9,11032
15,7,5,10,11782
15,7,5,11,12181
15,7,5,12,11920
15,7,5,13,11911
15,7,5,14,12273
15,7,5,15,12093
15,7,5,16,11886
15,7,5,17,11461
15,7,5,18,11224
15,7,5,19,11541
15,7,5,20,11358
15,7,5,21,11147
15,7,5,22,10473
15,7,5,23,9799
15,7,5,24,9298
15,7,6,1,8835
15,7,6,2,8653
15,7,6,3,8430
15,7,6,4,8316
15,7,6,5,8256
15,7,6,6,8184
15,7,6,7,8398
15,7,6,8,9063
15,7,6,9,10038
15,7,6,10,10824
15,7,6,11,11266
15,7,6,12,10975
15,7,6,13,10866
15,7,6,14,11201
15,7,6,15,11109
15,7,6,16,10894
15,7,6,17,10551
15,7,6,18,10608
15,7,6,19,11069
15,7,6,20,10942
15,7,6,21,10799
15,7,6,22,10480
15,7,6,23,9827
15,7,6,24,9374
15,7,7,1,8817
15,7,7,2,8504
15,7,7,3,8224
15,7,7,4,7997
15,7,7,5,7913
15,7,7,6,7760
15,7,7,7,7862
15,7,7,8,8238
15,7,7,9,8792
15,7,7,10,9394
15,7,7,11,9637
15,7,7,12,9677
15,7,7,13,9637
15,7,7,14,9728
15,7,7,15,9568
15,7,7,16,9388
15,7,7,17,9346
15,7,7,18,9656
15,7,7,19,10482
15,7,7,20,10569
15,7,7,21,10490
15,7,7,22,9943
15,7,7,23,9398
15,7,7,24,8823
15,7,1,1,8488
15,7,1,2,8179
15,7,1,3,7931
15,7,1,4,7763
15,7,1,5,8055
15,7,1,6,8154
15,7,1,7,8429
15,7,1,8,9760
15,7,1,9,11067
15,7,1,10,11840
15,7,1,11,12193
15,7,1,12,11955
15,7,1,13,11928
15,7,1,14,12440
15,7,1,15,12390
15,7,1,16,12150
15,7,1,17,11619
15,7,1,18,11358
15,7,1,19,11837
15,7,1,20,11717
15,7,1,21,11365
15,7,1,22,10802
15,7,1,23,10075
15,7,1,24,9483
15,7,2,1,9123
15,7,2,2,8884
15,7,2,3,8671
15,7,2,4,8433
15,7,2,5,8656
15,7,2,6,8863
15,7,2,7,8868
15,7,2,8,9897
15,7,2,9,11257
15,7,2,10,11990
15,7,2,11,12241
15,7,2,12,11943
15,7,2,13,12056
15,7,2,14,12486
15,7,2,15,12395
15,7,2,16,11971
15,7,2,17,11441
15,7,2,18,11321
15,7,2,19,11683
15,7,2,20,11518
15,7,2,21,11286
15,7,2,22,10706
15,7,2,23,10017
15,7,2,24,9496
15,7,3,1,9110
15,7,3,2,8829
15,7,3,3,8552
15,7,3,4,8482
15,7,3,5,8595
15,7,3,6,8750
15,7,3,7,8707
15,7,3,8,9825
15,7,3,9,11039
15,7,3,10,11664
15,7,3,11,11927
15,7,3,12,11587
15,7,3,13,11526
15,7,3,14,11756
15,7,3,15,11640
15,7,3,16,11416
15,7,3,17,11106
15,7,3,18,11015
15,7,3,19,11282
15,7,3,20,11119
15,7,3,21,10905
15,7,3,22,10140
15,7,3,23,9575
15,7,3,24,9056
15,7,4,1,8732
15,7,4,2,8499
15,7,4,3,8303
15,7,4,4,8212
15,7,4,5,8484
15,7,4,6,8576
15,7,4,7,8653
15,7,4,8,9692
15,7,4,9,10682
15,7,4,10,11413
15,7,4,11,11650
15,7,4,12,11371
15,7,4,13,11321
15,7,4,14,11649
15,7,4,15,11516
15,7,4,16,11353
15,7,4,17,11087
15,7,4,18,11217
15,7,4,19,11415
15,7,4,20,10972
15,7,4,21,10789
15,7,4,22,10114
15,7,4,23,9543
15,7,4,24,9043
15,7,5,1,8675
15,7,5,2,8426
15,7,5,3,8174
15,7,5,4,8119
15,7,5,5,8327
15,7,5,6,8502
15,7,5,7,8673
15,7,5,8,9711
15,7,5,9,10830
15,7,5,10,11483
15,7,5,11,11866
15,7,5,12,11543
15,7,5,13,11490
15,7,5,14,11845
15,7,5,15,11724
15,7,5,16,11528
15,7,5,17,11268
15,7,5,18,11142
15,7,5,19,11462
15,7,5,20,11201
15,7,5,21,10883
15,7,5,22,10235
15,7,5,23,9651
15,7,5,24,9169
15,7,6,1,8827
15,7,6,2,8599
15,7,6,3,8275
15,7,6,4,8235
15,7,6,5,8184
15,7,6,6,8224
15,7,6,7,8476
15,7,6,8,9257
15,7,6,9,10262
15,7,6,10,10851
15,7,6,11,11270
15,7,6,12,11084
15,7,6,13,10985
15,7,6,14,11358
15,7,6,15,11162
15,7,6,16,10733
15,7,6,17,10385
15,7,6,18,10492
15,7,6,19,11065
15,7,6,20,11084
15,7,6,21,10851
15,7,6,22,10518
15,7,6,23,9919
15,7,6,24,9368
15,7,7,1,9001
15,7,7,2,8712
15,7,7,3,8474
15,7,7,4,8198
15,7,7,5,8155
15,7,7,6,7907
15,7,7,7,7943
15,7,7,8,8265
15,7,7,9,8868
15,7,7,10,9518
15,7,7,11,9692
15,7,7,12,9777
15,7,7,13,9740
15,7,7,14,9718
15,7,7,15,9659
15,7,7,16,9586
15,7,7,17,9515
15,7,7,18,9818
15,7,7,19,10762
15,7,7,20,10865
15,7,7,21,10756
15,7,7,22,10257
15,7,7,23,9772
15,7,7,24,9202
15,7,1,1,8771
15,7,1,2,8429
15,7,1,3,8269
15,7,1,4,8138
15,7,1,5,8437
15,7,1,6,8545
15,7,1,7,8642
15,7,1,8,9862
15,7,1,9,11323
15,7,1,10,12038
15,7,1,11,12576
15,7,1,12,12324
15,7,1,13,12381
15,7,1,14,12762
15,7,1,15,12603
15,7,1,16,12440
15,7,1,17,11882
15,7,1,18,11646
15,7,1,19,12079
15,7,1,20,11816
15,7,1,21,11622
15,7,1,22,11087
15,7,1,23,10484
15,7,1,24,9948
15,8,2,1,9486
15,8,2,2,9203
15,8,2,3,8898
15,8,2,4,8809
15,8,2,5,9044
15,8,2,6,9076
15,8,2,7,9106
15,8,2,8,10310
15,8,2,9,11514
15,8,2,10,12143
15,8,2,11,12635
15,8,2,12,12423
15,8,2,13,12432
15,8,2,14,12966
15,8,2,15,12826
15,8,2,16,12578
15,8,2,17,11918
15,8,2,18,11730
15,8,2,19,12270
15,8,2,20,12255
15,8,2,21,11959
15,8,2,22,11389
15,8,2,23,10720
15,8,2,24,10107
15,8,3,1,9714
15,8,3,2,9442
15,8,3,3,9167
15,8,3,4,9039
15,8,3,5,9223
15,8,3,6,9288
15,8,3,7,9216
15,8,3,8,10272
15,8,3,9,11422
15,8,3,10,11995
15,8,3,11,12310
15,8,3,12,11931
15,8,3,13,11837
15,8,3,14,12207
15,8,3,15,12137
15,8,3,16,12033
15,8,3,17,11670
15,8,3,18,11632
15,8,3,19,11813
15,8,3,20,11697
15,8,3,21,11371
15,8,3,22,10710
15,8,3,23,10079
15,8,3,24,9632
15,8,4,1,9193
15,8,4,2,8901
15,8,4,3,8639
15,8,4,4,8558
15,8,4,5,8802
15,8,4,6,8951
15,8,4,7,8938
15,8,4,8,10019
15,8,4,9,11218
15,8,4,10,11971
15,8,4,11,12304
15,8,4,12,12040
15,8,4,13,12040
15,8,4,14,12532
15,8,4,15,12409
15,8,4,16,12087
15,8,4,17,11583
15,8,4,18,11386
15,8,4,19,11886
15,8,4,20,11763
15,8,4,21,11407
15,8,4,22,10820
15,8,4,23,10264
15,8,4,24,9636
15,8,5,1,9174
15,8,5,2,9001
15,8,5,3,8696
15,8,5,4,8614
15,8,5,5,8802
15,8,5,6,8867
15,8,5,7,8919
15,8,5,8,10161
15,8,5,9,11310
15,8,5,10,12057
15,8,5,11,12456
15,8,5,12,12156
15,8,5,13,11969
15,8,5,14,12497
15,8,5,15,12406
15,8,5,16,12140
15,8,5,17,11596
15,8,5,18,11412
15,8,5,19,11874
15,8,5,20,11706
15,8,5,21,11431
15,8,5,22,10800
15,8,5,23,10162
15,8,5,24,9547
15,8,6,1,9167
15,8,6,2,8893
15,8,6,3,8681
15,8,6,4,8499
15,8,6,5,8464
15,8,6,6,8413
15,8,6,7,8614
15,8,6,8,9504
15,8,6,9,10496
15,8,6,10,11296
15,8,6,11,11747
15,8,6,12,11487
15,8,6,13,11508
15,8,6,14,11838
15,8,6,15,11645
15,8,6,16,11291
15,8,6,17,10776
15,8,6,18,10820
15,8,6,19,11515
15,8,6,20,11498
15,8,6,21,11363
15,8,6,22,11000
15,8,6,23,10295
15,8,6,24,9682
15,8,7,1,9295
15,8,7,2,9001
15,8,7,3,8715
15,8,7,4,8530
15,8,7,5,8399
15,8,7,6,8115
15,8,7,7,8079
15,8,7,8,8536
15,8,7,9,9152
15,8,7,10,9840
15,8,7,11,10216
15,8,7,12,10264
15,8,7,13,10328
15,8,7,14,10383
15,8,7,15,10293
15,8,7,16,10089
15,8,7,17,9909
15,8,7,18,10149
15,8,7,19,11101
15,8,7,20,11220
15,8,7,21,11137
15,8,7,22,10570
15,8,7,23,10065
15,8,7,24,9479
15,8,1,1,9038
15,8,1,2,8684
15,8,1,3,8428
15,8,1,4,8359
15,8,1,5,8560
15,8,1,6,8694
15,8,1,7,8869
15,8,1,8,10149
15,8,1,9,11554
15,8,1,10,12391
15,8,1,11,12833
15,8,1,12,12713
15,8,1,13,12726
15,8,1,14,13297
15,8,1,15,13203
15,8,1,16,12868
15,8,1,17,12229
15,8,1,18,11902
15,8,1,19,12380
15,8,1,20,12323
15,8,1,21,12039
15,8,1,22,11402
15,8,1,23,10679
15,8,1,24,10085
15,8,2,1,9616
15,8,2,2,9340
15,8,2,3,9045
15,8,2,4,8979
15,8,2,5,9174
15,8,2,6,9154
15,8,2,7,9198
15,8,2,8,10474
15,8,2,9,11836
15,8,2,10,12616
15,8,2,11,13006
15,8,2,12,12732
15,8,2,13,12688
15,8,2,14,13173
15,8,2,15,13008
15,8,2,16,12629
15,8,2,17,12191
15,8,2,18,11973
15,8,2,19,12311
15,8,2,20,12281
15,8,2,21,11952
15,8,2,22,11331
15,8,2,23,10616
15,8,2,24,10155
15,8,3,1,9589
15,8,3,2,9251
15,8,3,3,9064
15,8,3,4,8960
15,8,3,5,9137
15,8,3,6,9145
15,8,3,7,9171
15,8,3,8,10454
15,8,3,9,11800
15,8,3,10,12543
15,8,3,11,12985
15,8,3,12,12817
15,8,3,13,12851
15,8,3,14,13385
15,8,3,15,13346
15,8,3,16,12990
15,8,3,17,12366
15,8,3,18,12053
15,8,3,19,12578
15,8,3,20,12412
15,8,3,21,12183
15,8,3,22,11456
15,8,3,23,10793
15,8,3,24,10211
15,8,4,1,9758
15,8,4,2,9413
15,8,4,3,9195
15,8,4,4,9067
15,8,4,5,9161
15,8,4,6,9155
15,8,4,7,9150
15,8,4,8,10441
15,8,4,9,11891
15,8,4,10,12607
15,8,4,11,12972
15,8,4,12,12762
15,8,4,13,12878
15,8,4,14,13495
15,8,4,15,13329
15,8,4,16,12972
15,8,4,17,12408
15,8,4,18,12055
15,8,4,19,12426
15,8,4,20,12364
15,8,4,21,12127
15,8,4,22,11602
15,8,4,23,10882
15,8,4,24,10360
15,8,5,1,9887
15,8,5,2,9577
15,8,5,3,9250
15,8,5,4,9037
15,8,5,5,9202
15,8,5,6,9157
15,8,5,7,9184
15,8,5,8,10510
15,8,5,9,11882
15,8,5,10,12664
15,8,5,11,13038
15,8,5,12,12901
15,8,5,13,13041
15,8,5,14,13301
15,8,5,15,13073
15,8,5,16,12729
15,8,5,17,12244
15,8,5,18,12053
15,8,5,19,12351
15,8,5,20,12266
15,8,5,21,12010
15,8,5,22,11484
15,8,5,23,10936
15,8,5,24,10328
15,8,6,1,9938
15,8,6,2,9613
15,8,6,3,9285
15,8,6,4,9146
15,8,6,5,9045
15,8,6,6,8842
15,8,6,7,9068
15,8,6,8,9927
15,8,6,9,10924
15,8,6,10,11762
15,8,6,11,12189
15,8,6,12,12016
15,8,6,13,12061
15,8,6,14,12258
15,8,6,15,12080
15,8,6,16,11533
15,8,6,17,11027
15,8,6,18,11079
15,8,6,19,11637
15,8,6,20,11526
15,8,6,21,11401
15,8,6,22,10959
15,8,6,23,10338
15,8,6,24,9763
15,8,7,1,9415
15,8,7,2,9061
15,8,7,3,8896
15,8,7,4,8686
15,8,7,5,8554
15,8,7,6,8236
15,8,7,7,8211
15,8,7,8,8530
15,8,7,9,9197
15,8,7,10,9820
15,8,7,11,10242
15,8,7,12,10103
15,8,7,13,10290
15,8,7,14,10421
15,8,7,15,10344
15,8,7,16,10085
15,8,7,17,9974
15,8,7,18,10271
15,8,7,19,11121
15,8,7,20,11120
15,8,7,21,10992
15,8,7,22,10644
15,8,7,23,9967
15,8,7,24,9441
15,8,1,1,9022
15,8,1,2,8671
15,8,1,3,8432
15,8,1,4,8359
15,8,1,5,8556
15,8,1,6,8714
15,8,1,7,8824
15,8,1,8,10151
15,8,1,9,11507
15,8,1,10,12338
15,8,1,11,12758
15,8,1,12,12474
15,8,1,13,12536
15,8,1,14,12890
15,8,1,15,12720
15,8,1,16,12460
15,8,1,17,11968
15,8,1,18,11838
15,8,1,19,12254
15,8,1,20,12101
15,8,1,21,11822
15,8,1,22,11246
15,8,1,23,10561
15,8,1,24,10046
15,8,2,1,9543
15,8,2,2,9239
15,8,2,3,8964
15,8,2,4,8790
15,8,2,5,8972
15,8,2,6,8990
15,8,2,7,9078
15,8,2,8,10363
15,8,2,9,11699
15,8,2,10,12404
15,8,2,11,12844
15,8,2,12,12638
15,8,2,13,12795
15,8,2,14,13372
15,8,2,15,13242
15,8,2,16,12902
15,8,2,17,12202
15,8,2,18,11941
15,8,2,19,12423
15,8,2,20,12326
15,8,2,21,12081
15,8,2,22,11444
15,8,2,23,10777
15,8,2,24,10265
15,8,3,1,9864
15,8,3,2,9501
15,8,3,3,9282
15,8,3,4,9153
15,8,3,5,9271
15,8,3,6,9232
15,8,3,7,9278
15,8,3,8,10505
15,8,3,9,11858
15,8,3,10,12546
15,8,3,11,12946
15,8,3,12,12712
15,8,3,13,12780
15,8,3,14,13134
15,8,3,15,12939
15,8,3,16,12633
15,8,3,17,11990
15,8,3,18,11820
15,8,3,19,12215
15,8,3,20,12141
15,8,3,21,11938
15,8,3,22,11329
15,8,3,23,10804
15,8,3,24,10254
15,8,4,1,9766
15,8,4,2,9422
15,8,4,3,9166
15,8,4,4,8968
15,8,4,5,9124
15,8,4,6,9162
15,8,4,7,9121
15,8,4,8,10457
15,8,4,9,11824
15,8,4,10,12573
15,8,4,11,13006
15,8,4,12,12733
15,8,4,13,12794
15,8,4,14,13428
15,8,4,15,13308
15,8,4,16,13075
15,8,4,17,12397
15,8,4,18,12260
15,8,4,19,12678
15,8,4,20,12564
15,8,4,21,12328
15,8,4,22,11728
15,8,4,23,11020
15,8,4,24,10461
15,8,5,1,10107
15,8,5,2,9776
15,8,5,3,9509
15,8,5,4,9320
15,8,5,5,9381
15,8,5,6,9340
15,8,5,7,9290
15,8,5,8,10496
15,8,5,9,11871
15,8,5,10,12598
15,8,5,11,12937
15,8,5,12,12712
15,8,5,13,12875
15,8,5,14,13334
15,8,5,15,13199
15,8,5,16,12837
15,8,5,17,12181
15,8,5,18,11956
15,8,5,19,12039
15,8,5,20,11704
15,8,5,21,11323
15,8,5,22,10935
15,8,5,23,10333
15,8,5,24,9831
15,8,6,1,9516
15,8,6,2,9221
15,8,6,3,9010
15,8,6,4,8756
15,8,6,5,8719
15,8,6,6,8674
15,8,6,7,8763
15,8,6,8,9491
15,8,6,9,10598
15,8,6,10,11380
15,8,6,11,11810
15,8,6,12,11663
15,8,6,13,11453
15,8,6,14,11615
15,8,6,15,11431
15,8,6,16,11124
15,8,6,17,10789
15,8,6,18,11002
15,8,6,19,11356
15,8,6,20,11251
15,8,6,21,10992
15,8,6,22,10537
15,8,6,23,9797
15,8,6,24,9322
15,8,7,1,8932
15,8,7,2,8723
15,8,7,3,8441
15,8,7,4,8258
15,8,7,5,8167
15,8,7,6,7946
15,8,7,7,7994
15,8,7,8,8330
15,8,7,9,9000
15,8,7,10,9670
15,8,7,11,10110
15,8,7,12,10138
15,8,7,13,10184
15,8,7,14,10265
15,8,7,15,10169
15,8,7,16,9871
15,8,7,17,9727
15,8,7,18,9863
15,8,7,19,10767
15,8,7,20,10720
15,8,7,21,10538
15,8,7,22,10139
15,8,7,23,9629
15,8,7,24,9202
15,8,1,1,8859
15,8,1,2,8536
15,8,1,3,8278
15,8,1,4,8071
15,8,1,5,8082
15,8,1,6,7952
15,8,1,7,8101
15,8,1,8,8748
15,8,1,9,9647
15,8,1,10,10278
15,8,1,11,10730
15,8,1,12,10429
15,8,1,13,10350
15,8,1,14,10403
15,8,1,15,10319
15,8,1,16,10083
15,8,1,17,10032
15,8,1,18,10431
15,8,1,19,10920
15,8,1,20,10867
15,8,1,21,10528
15,8,1,22,9777
15,8,1,23,9368
15,8,1,24,8855
15,8,2,1,8555
15,8,2,2,8302
15,8,2,3,8092
15,8,2,4,7995
15,8,2,5,8258
15,8,2,6,8524
15,8,2,7,8577
15,8,2,8,9750
15,8,2,9,10989
15,8,2,10,11810
15,8,2,11,12309
15,8,2,12,12082
15,8,2,13,11993
15,8,2,14,12387
15,8,2,15,12267
15,8,2,16,12042
15,8,2,17,11550
15,8,2,18,11589
15,8,2,19,11607
15,8,2,20,11500
15,8,2,21,11117
15,8,2,22,10428
15,8,2,23,9741
15,8,2,24,9270
15,8,3,1,8908
15,8,3,2,8646
15,8,3,3,8436
15,8,3,4,8372
15,8,3,5,8622
15,8,3,6,8803
15,8,3,7,8775
15,8,3,8,9961
15,8,3,9,11242
15,8,3,10,12102
15,8,3,11,12450
15,8,3,12,12212
15,8,3,13,12144
15,8,3,14,12506
15,8,3,15,12347
15,8,3,16,12077
15,8,3,17,11639
15,8,3,18,11678
15,8,3,19,11926
15,8,3,20,11702
15,8,3,21,11312
15,8,3,22,10688
15,8,3,23,10029
15,8,3,24,9456
15,8,4,1,9083
15,8,4,2,8835
15,8,4,3,8579
15,8,4,4,8493
15,8,4,5,8730
15,8,4,6,8853
15,8,4,7,8818
15,8,4,8,9899
15,8,4,9,11104
15,8,4,10,11776
15,8,4,11,12070
15,8,4,12,11828
15,8,4,13,11792
15,8,4,14,12035
15,8,4,15,12087
15,8,4,16,11876
15,8,4,17,11612
15,8,4,18,11647
15,8,4,19,11821
15,8,4,20,11635
15,8,4,21,11198
15,8,4,22,10505
15,8,4,23,9798
15,8,4,24,9262
15,8,5,1,8801
15,8,5,2,8575
15,8,5,3,8384
15,8,5,4,8220
15,8,5,5,8418
15,8,5,6,8527
15,8,5,7,8612
15,8,5,8,9768
15,8,5,9,10963
15,8,5,10,11602
15,8,5,11,11992
15,8,5,12,11670
15,8,5,13,11567
15,8,5,14,11948
15,8,5,15,11787
15,8,5,16,11583
15,8,5,17,11331
15,8,5,18,11206
15,8,5,19,11395
15,8,5,20,10908
15,8,5,21,10608
15,8,5,22,9904
15,8,5,23,9319
15,8,5,24,8742
15,8,6,1,8450
15,8,6,2,8251
15,8,6,3,8013
15,8,6,4,7851
15,8,6,5,7924
15,8,6,6,7988
15,8,6,7,8108
15,8,6,8,8871
15,8,6,9,9881
15,8,6,10,10617
15,8,6,11,11121
15,8,6,12,10861
15,8,6,13,10866
15,8,6,14,11257
15,8,6,15,10939
15,8,6,16,10721
15,8,6,17,10421
15,8,6,18,10668
15,8,6,19,11180
15,8,6,20,11022
15,8,6,21,10765
15,8,6,22,10342
15,8,6,23,9590
15,8,6,24,9110
15,8,7,1,8688
15,8,7,2,8347
15,8,7,3,8103
15,8,7,4,7964
15,8,7,5,7890
15,8,7,6,7658
15,8,7,7,7662
15,8,7,8,8179
15,8,7,9,8846
15,8,7,10,9621
15,8,7,11,10073
15,8,7,12,10132
15,8,7,13,10170
15,8,7,14,10324
15,8,7,15,10192
15,8,7,16,9792
15,8,7,17,9595
15,8,7,18,10073
15,8,7,19,10670
15,8,7,20,10602
15,8,7,21,10383
15,8,7,22,9927
15,8,7,23,9382
15,8,7,24,8920
15,8,1,1,8502
15,8,1,2,8122
15,8,1,3,7859
15,8,1,4,7715
15,8,1,5,7718
15,8,1,6,7674
15,8,1,7,7799
15,8,1,8,8350
15,8,1,9,9252
15,8,1,10,10088
15,8,1,11,10544
15,8,1,12,10525
15,8,1,13,10576
15,8,1,14,10866
15,8,1,15,10756
15,8,1,16,10520
15,8,1,17,10144
15,8,1,18,10557
15,8,1,19,11141
15,8,1,20,10812
15,8,1,21,10535
15,8,1,22,9930
15,8,1,23,9371
15,8,1,24,8892
15,8,2,1,8471
15,8,2,2,8199
15,8,2,3,7964
15,8,2,4,7892
15,8,2,5,8191
15,8,2,6,8285
15,8,2,7,8567
15,8,2,8,9883
15,8,2,9,11231
15,8,2,10,12153
15,8,2,11,12586
15,8,2,12,12396
15,8,2,13,12467
15,8,2,14,12793
15,8,2,15,12513
15,8,2,16,12199
15,8,2,17,11789
15,8,2,18,11658
15,8,2,19,12099
15,8,2,20,11779
15,8,2,21,11477
15,8,2,22,10800
15,8,2,23,10192
15,8,2,24,9610
15,8,3,1,9147
15,8,3,2,8869
15,8,3,3,8677
15,8,3,4,8495
15,8,3,5,8635
15,8,3,6,8783
15,8,3,7,8867
15,8,3,8,10212
15,8,3,9,11437
15,8,3,10,12130
15,8,3,11,12528
15,8,3,12,12216
15,8,3,13,12226
15,8,3,14,12641
15,8,3,15,12483
15,8,3,16,11898
15,8,3,17,11716
15,8,3,18,11739
15,8,3,19,12000
15,8,3,20,11830
15,8,3,21,11521
15,8,3,22,10909
15,8,3,23,10174
15,8,3,24,9633
15,8,4,1,9248
15,8,4,2,8956
15,8,4,3,8683
15,8,4,4,8586
15,8,4,5,8761
15,8,4,6,8872
15,8,4,7,8955
15,8,4,8,10129
15,8,4,9,11392
15,8,4,10,11950
15,8,4,11,12449
15,8,4,12,12161
15,8,4,13,12207
15,8,4,14,12578
15,8,4,15,12436
15,8,4,16,12077
15,8,4,17,11597
15,8,4,18,11662
15,8,4,19,11843
15,8,4,20,11581
15,8,4,21,11272
15,8,4,22,10589
15,8,4,23,9984
15,8,4,24,9517
15,9,5,1,9039
15,9,5,2,8842
15,9,5,3,8560
15,9,5,4,8347
15,9,5,5,8308
15,9,5,6,8192
15,9,5,7,8353
15,9,5,8,9033
15,9,5,9,9863
15,9,5,10,10700
15,9,5,11,11048
15,9,5,12,10922
15,9,5,13,11009
15,9,5,14,11321
15,9,5,15,11274
15,9,5,16,10940
15,9,5,17,10595
15,9,5,18,10837
15,9,5,19,11412
15,9,5,20,11375
15,9,5,21,11222
15,9,5,22,10612
15,9,5,23,9987
15,9,5,24,9478
15,9,6,1,9154
15,9,6,2,8804
15,9,6,3,8544
15,9,6,4,8319
15,9,6,5,8306
15,9,6,6,8192
15,9,6,7,8373
15,9,6,8,9226
15,9,6,9,10234
15,9,6,10,11120
15,9,6,11,11486
15,9,6,12,11332
15,9,6,13,11383
15,9,6,14,11703
15,9,6,15,11627
15,9,6,16,11301
15,9,6,17,10797
15,9,6,18,10863
15,9,6,19,11599
15,9,6,20,11532
15,9,6,21,11372
15,9,6,22,10996
15,9,6,23,10334
15,9,6,24,9800
15,9,7,1,9362
15,9,7,2,9037
15,9,7,3,8727
15,9,7,4,8475
15,9,7,5,8359
15,9,7,6,8082
15,9,7,7,8117
15,9,7,8,8546
15,9,7,9,9269
15,9,7,10,9926
15,9,7,11,10354
15,9,7,12,10382
15,9,7,13,10413
15,9,7,14,10643
15,9,7,15,10438
15,9,7,16,10194
15,9,7,17,9975
15,9,7,18,10291
15,9,7,19,11229
15,9,7,20,11236
15,9,7,21,11083
15,9,7,22,10716
15,9,7,23,10046
15,9,7,24,9645
15,9,1,1,9126
15,9,1,2,8742
15,9,1,3,8457
15,9,1,4,8320
15,9,1,5,8555
15,9,1,6,8758
15,9,1,7,8846
15,9,1,8,10073
15,9,1,9,11568
15,9,1,10,12373
15,9,1,11,12904
15,9,1,12,12613
15,9,1,13,12654
15,9,1,14,13000
15,9,1,15,12814
15,9,1,16,12538
15,9,1,17,12074
15,9,1,18,12118
15,9,1,19,12356
15,9,1,20,12144
15,9,1,21,11619
15,9,1,22,10981
15,9,1,23,10340
15,9,1,24,9771
15,9,2,1,9383
15,9,2,2,9048
15,9,2,3,8817
15,9,2,4,8678
15,9,2,5,8906
15,9,2,6,9068
15,9,2,7,9059
15,9,2,8,10164
15,9,2,9,11398
15,9,2,10,11916
15,9,2,11,12360
15,9,2,12,12166
15,9,2,13,12122
15,9,2,14,12376
